LocationId;ProductId;ValidationDateTime;CalculatedProbability
63;514225;2023-07-22 14:57:43.000;0.7927892387101466
63;292487;2023-07-22 14:57:43.000;0.8235129468361734
63;292489;2023-07-22 14:57:43.000;0.8067466106868704
63;425438;2023-07-22 14:57:43.000;0.5050561389151538
63;337612;2023-07-22 14:57:43.000;0.8014507199315153
63;487187;2023-07-22 14:57:43.000;0.590802204436185
63;425891;2023-07-22 14:57:43.000;0.7474501547005157
63;314756;2023-07-22 14:57:44.000;0.5765176969661748
63;411301;2023-07-22 14:57:44.000;0.4683217153556766
63;537438;2023-07-22 14:57:44.000;0.7788386765183438
63;428399;2023-07-22 14:57:44.000;0.7483048897458762
63;485376;2023-07-22 14:57:44.000;0.7905334447987348
63;507558;2023-07-22 14:57:44.000;0.5858277008873395
63;424792;2023-07-22 14:57:45.000;0.7544258813201753
63;293910;2023-07-22 14:57:45.000;0.8001463773618179
63;339486;2023-07-22 14:57:45.000;0.6011458707269068
63;356920;2023-07-22 14:57:45.000;0.8114963536745163
84;426577;2023-07-22 14:57:46.000;0.5601174276684211
63;532253;2023-07-22 14:57:46.000;0.4682509596072298
63;291824;2023-07-22 14:57:46.000;0.8213802300414688
63;501571;2023-07-22 14:57:46.000;0.5813316692375788
63;469000;2023-07-22 14:57:46.000;0.5215111622547799
84;304821;2023-07-22 14:57:46.000;0.7663384941549254
84;485161;2023-07-22 14:57:47.000;0.7559516140370222
84;485344;2023-07-22 14:57:47.000;0.7260375843214617
84;444341;2023-07-22 14:57:47.000;0.4860594242207308
84;304072;2023-07-22 14:57:47.000;0.778566071288864
84;341568;2023-07-22 14:57:47.000;0.7893851916527093
84;314756;2023-07-22 14:57:47.000;0.7776343150297577
84;292488;2023-07-22 14:57:48.000;0.7524089564716556
84;388714;2023-07-22 14:57:48.000;0.7731293100320509
84;464958;2023-07-22 14:57:48.000;0.5895616552968426
84;428402;2023-07-22 14:57:48.000;0.7540018985256229
84;561670;2023-07-22 14:57:48.000;0.7305504114831148
84;375354;2023-07-22 14:57:48.000;0.7546965432428075
84;288783;2023-07-22 14:57:48.000;0.5266821778430936
103;428397;2023-07-22 14:57:49.000;0.6168287705940745
84;341207;2023-07-22 14:57:49.000;0.5944211254562916
84;355851;2023-07-22 14:57:49.000;0.49063214514860815
84;378820;2023-07-22 14:57:49.000;0.5050810271848921
84;570502;2023-07-22 14:57:49.000;0.7595344958228026
84;507558;2023-07-22 14:57:49.000;0.7116454325743774
84;515842;2023-07-22 14:57:49.000;0.7641447156864024
103;498615;2023-07-22 14:57:50.000;0.5887951670131052
103;326354;2023-07-22 14:57:50.000;0.735928146510338
103;359089;2023-07-22 14:57:50.000;0.7383061872639335
103;428403;2023-07-22 14:57:50.000;0.6255629437526544
103;427533;2023-07-22 14:57:50.000;0.4937247725829787
103;371227;2023-07-22 14:57:50.000;0.6549033889627331
103;357767;2023-07-22 14:57:50.000;0.7533606800755885
103;330438;2023-07-22 14:57:51.000;0.7484673226389015
103;517566;2023-07-22 14:57:51.000;0.4330975616595765
103;413138;2023-07-22 14:57:51.000;0.7338791946821498
103;405255;2023-07-22 14:57:51.000;0.7303757781603821
103;411301;2023-07-22 14:57:51.000;0.7544808157628866
103;501179;2023-07-22 14:57:51.000;0.6404959253046246
103;485064;2023-07-22 14:57:52.000;0.6214507751821302
103;460702;2023-07-22 14:57:52.000;0.6160529661554379
103;356589;2023-07-22 14:57:52.000;0.7415832839732375
103;513168;2023-07-22 14:57:52.000;0.6436486196487391
103;425896;2023-07-22 14:57:52.000;0.7411468727415855
103;325347;2023-07-22 14:57:52.000;0.5219103670292317
111;420635;2023-07-22 14:57:53.000;0.6178048478234072
111;425652;2023-07-22 14:57:53.000;0.6622938106671205
111;428415;2023-07-22 14:57:53.000;0.6252906173810004
111;425778;2023-07-22 14:57:53.000;0.6542651984567511
111;485473;2023-07-22 14:57:53.000;0.6517089095926288
111;428405;2023-07-22 14:57:53.000;0.6274649311661579
111;485376;2023-07-22 14:57:53.000;0.6053454369666412
103;559981;2023-07-22 14:57:53.000;0.628230626991183
111;498087;2023-07-22 14:57:54.000;0.6033914096901832
111;509760;2023-07-22 14:57:54.000;0.6502872734651439
111;291022;2023-07-22 14:57:54.000;0.6605366408970376
111;426577;2023-07-22 14:57:54.000;0.6472585668809272
111;426157;2023-07-22 14:57:54.000;0.6487226952901063
111;427525;2023-07-22 14:57:54.000;0.6272067238004654
111;391809;2023-07-22 14:57:54.000;0.6160808410145383
111;292489;2023-07-22 14:57:54.000;0.6232680033024978
111;425684;2023-07-22 14:57:55.000;0.5948420667193505
111;420729;2023-07-22 14:57:55.000;0.6309794273644137
111;461886;2023-07-22 14:57:55.000;0.6326874262177425
111;428413;2023-07-22 14:57:55.000;0.6306054065199882
111;325860;2023-07-22 14:57:55.000;0.6135702883367992
111;292487;2023-07-22 14:57:55.000;0.656730488834804
111;575956;2023-07-22 14:57:55.000;0.49014947583626844
111;537438;2023-07-22 14:57:55.000;0.627307191378971
121;292255;2023-07-22 14:57:56.000;0.5969104515919146
121;427524;2023-07-22 14:57:56.000;0.6274774916352335
121;574768;2023-07-22 14:57:56.000;0.6257581484662383
121;289205;2023-07-22 14:57:56.000;0.5969400894410675
121;428405;2023-07-22 14:57:56.000;0.6545129144523659
111;389939;2023-07-22 14:57:56.000;0.6154306192469984
121;425436;2023-07-22 14:57:57.000;0.6374197013484736
121;485376;2023-07-22 14:57:57.000;0.620116764067314
121;411301;2023-07-22 14:57:57.000;0.5885633123443047
121;425778;2023-07-22 14:57:57.000;0.6428673918930353
121;428411;2023-07-22 14:57:57.000;0.6335623980288806
121;428403;2023-07-22 14:57:57.000;0.6559379217520303
121;428415;2023-07-22 14:57:57.000;0.6277472434371264
121;485591;2023-07-22 14:57:57.000;0.5872319741177027
121;407796;2023-07-22 14:57:58.000;0.6238362909574574
121;331183;2023-07-22 14:57:58.000;0.5905094396162083
121;325860;2023-07-22 14:57:58.000;0.6054886103674064
121;324927;2023-07-22 14:57:58.000;0.5924427541226919
121;289673;2023-07-22 14:57:58.000;0.6370875038122669
121;461229;2023-07-22 14:57:58.000;0.6333293337213792
121;484064;2023-07-22 14:57:58.000;0.6279820644937666
121;426699;2023-07-22 14:57:58.000;0.6476723768092149
121;313173;2023-07-22 14:57:59.000;0.5966464858695879
121;574754;2023-07-22 14:57:59.000;0.6193865641380266
121;394503;2023-07-22 14:57:59.000;0.6242967081672379
125;428333;2023-07-22 14:57:59.000;0.5590829921641042
125;428414;2023-07-22 14:57:59.000;0.7397016453401004
125;498580;2023-07-22 14:57:59.000;0.5566423219070483
121;517124;2023-07-22 14:57:59.000;0.5942153199549083
125;427524;2023-07-22 14:57:59.000;0.6212771574151202
125;430193;2023-07-22 14:58:00.000;0.74370355695595
125;426577;2023-07-22 14:58:00.000;0.5314830094278399
125;337612;2023-07-22 14:58:00.000;0.49438445186553703
125;425438;2023-07-22 14:58:00.000;0.7374556601190084
125;390275;2023-07-22 14:58:00.000;0.48709852137262566
125;428405;2023-07-22 14:58:00.000;0.6453496630027266
125;425778;2023-07-22 14:58:01.000;0.5774154200656263
125;426699;2023-07-22 14:58:01.000;0.6051163988714807
125;289205;2023-07-22 14:58:01.000;0.5777219933523028
125;425436;2023-07-22 14:58:01.000;0.5022391973818304
125;425848;2023-07-22 14:58:01.000;0.7902571001634763
125;425891;2023-07-22 14:58:01.000;0.7498659681967367
125;289912;2023-07-22 14:58:01.000;0.6420014407904132
125;336353;2023-07-22 14:58:01.000;0.5670643237562245
125;375354;2023-07-22 14:58:02.000;0.5684912032146152
125;402896;2023-07-22 14:58:02.000;0.6187496364194927
157;427525;2023-07-22 14:58:02.000;0.48857947933985646
125;513718;2023-07-22 14:58:02.000;0.5720079384301642
157;428399;2023-07-22 14:58:02.000;0.7697423175416157
125;425717;2023-07-22 14:58:02.000;0.7599220014129916
125;523366;2023-07-22 14:58:02.000;0.6043696618148342
125;557352;2023-07-22 14:58:02.000;0.6137922460552514
157;425718;2023-07-22 14:58:03.000;0.527907379615489
157;426494;2023-07-22 14:58:03.000;0.5388018477000684
157;291826;2023-07-22 14:58:03.000;0.5375705565568577
157;304821;2023-07-22 14:58:03.000;0.58314888614324
157;428414;2023-07-22 14:58:03.000;0.5448197309932448
157;425847;2023-07-22 14:58:03.000;0.8028923415145868
157;430193;2023-07-22 14:58:03.000;0.5490805527097454
157;544938;2023-07-22 14:58:04.000;0.718697480237795
157;430185;2023-07-22 14:58:04.000;0.7674814384387313
157;428411;2023-07-22 14:58:04.000;0.49851379265068435
157;424792;2023-07-22 14:58:04.000;0.5327320012258713
157;430188;2023-07-22 14:58:04.000;0.5540664982000268
157;428413;2023-07-22 14:58:04.000;0.6351328655146188
157;292489;2023-07-22 14:58:04.000;0.5251172093376347
157;338086;2023-07-22 14:58:04.000;0.6072887524996359
157;377690;2023-07-22 14:58:04.000;0.4584703285568268
157;425848;2023-07-22 14:58:05.000;0.6359476743263617
157;426157;2023-07-22 14:58:05.000;0.5359430805454163
157;391989;2023-07-22 14:58:05.000;0.7750962741872678
157;516566;2023-07-22 14:58:05.000;0.6143558937756919
157;425436;2023-07-22 14:58:05.000;0.5243648386708327
263;484598;2023-07-22 14:58:06.000;0.7412358263677349
263;289880;2023-07-22 14:58:06.000;0.7794602756698925
157;514833;2023-07-22 14:58:06.000;0.5613804938271296
263;498072;2023-07-22 14:58:06.000;0.7622610213538333
263;428402;2023-07-22 14:58:06.000;0.7426576788888875
157;501179;2023-07-22 14:58:06.000;0.643486391940348
263;501056;2023-07-22 14:58:07.000;0.7314128124036513
263;420727;2023-07-22 14:58:07.000;0.5834783931341218
263;563236;2023-07-22 14:58:07.000;0.5481687923854635
263;424792;2023-07-22 14:58:07.000;0.597919170081635
263;289709;2023-07-22 14:58:07.000;0.7974073310883397
263;305210;2023-07-22 14:58:07.000;0.7380670977858426
263;534601;2023-07-22 14:58:07.000;0.7640459883412011
270;391906;2023-07-22 14:58:08.000;0.5335629536216782
270;428402;2023-07-22 14:58:08.000;0.5448311502596478
270;427981;2023-07-22 14:58:08.000;0.5797954630985205
263;485346;2023-07-22 14:58:08.000;0.5440687741509458
263;291023;2023-07-22 14:58:08.000;0.5788097195187009
263;292616;2023-07-22 14:58:08.000;0.6264809971669808
263;386537;2023-07-22 14:58:08.000;0.6869772357801064
270;426699;2023-07-22 14:58:08.000;0.5158949681806625
270;461229;2023-07-22 14:58:08.000;0.5173449805062785
270;500627;2023-07-22 14:58:08.000;0.5873100179693059
270;485161;2023-07-22 14:58:09.000;0.4490520349085736
270;289709;2023-07-22 14:58:09.000;0.5092126034892732
270;341568;2023-07-22 14:58:09.000;0.527482350795396
270;326354;2023-07-22 14:58:09.000;0.5159546301092091
270;420726;2023-07-22 14:58:09.000;0.5234927379185828
1719;509126;2023-07-22 14:58:09.000;0.7826712869809909
270;426089;2023-07-22 14:58:09.000;0.5624826796916678
1719;425438;2023-07-22 14:58:09.000;0.7720269867210438
270;408332;2023-07-22 14:58:09.000;0.49892998209947476
1719;425718;2023-07-22 14:58:09.000;0.8282616681144411
1719;340351;2023-07-22 14:58:10.000;0.5738062377490003
1719;559208;2023-07-22 14:58:10.000;0.5272708898140491
1719;444340;2023-07-22 14:58:10.000;0.7818189154033781
1719;514225;2023-07-22 14:58:10.000;0.6217748367619528
1719;483961;2023-07-22 14:58:10.000;0.5767932264123595
1719;293910;2023-07-22 14:58:10.000;0.7978980273565858
1719;562013;2023-07-22 14:58:10.000;0.6522644116772081
270;292185;2023-07-22 14:58:10.000;0.6457084630184946
270;371130;2023-07-22 14:58:10.000;0.5031348465121784
270;407997;2023-07-22 14:58:10.000;0.548701684959981
270;305359;2023-07-22 14:58:10.000;0.6406127569641714
270;575916;2023-07-22 14:58:10.000;0.516032569934456
270;514026;2023-07-22 14:58:10.000;0.5456301707738719
1719;425437;2023-07-22 14:58:11.000;0.8098665165778183
1719;377358;2023-07-22 14:58:11.000;0.7621466571096656
270;576661;2023-07-22 14:58:11.000;0.32973293678350296
270;325860;2023-07-22 14:58:11.000;0.4913987758968007
270;330439;2023-07-22 14:58:11.000;0.5431735726378245
270;340411;2023-07-22 14:58:11.000;0.6499093231049767
1719;324607;2023-07-22 14:58:11.000;0.6356087867311258
270;425684;2023-07-22 14:58:11.000;0.4853746481745666
1719;425916;2023-07-22 14:58:11.000;0.799794803455381
1719;425846;2023-07-22 14:58:11.000;0.7119691113053552
1719;295155;2023-07-22 14:58:11.000;0.8176610516079831
1736;428730;2023-07-22 14:58:12.000;0.7715873872231828
1719;362875;2023-07-22 14:58:12.000;0.748660908795194
1736;486130;2023-07-22 14:58:12.000;0.7699447538554337
1719;561359;2023-07-22 14:58:12.000;0.6272677732919878
1736;500036;2023-07-22 14:58:12.000;0.7687544746749225
1736;359089;2023-07-22 14:58:12.000;0.5365783102938446
1719;483339;2023-07-22 14:58:12.000;0.6498279063640297
1736;572875;2023-07-22 14:58:13.000;0.6137592007468194
1736;292488;2023-07-22 14:58:13.000;0.8015094959053062
1736;426701;2023-07-22 14:58:13.000;0.7903915164264428
1736;425652;2023-07-22 14:58:13.000;0.8083919369476342
1736;424792;2023-07-22 14:58:13.000;0.784688530693191
1736;390275;2023-07-22 14:58:13.000;0.72501064416164
1736;425717;2023-07-22 14:58:14.000;0.7841712902144333
1736;570502;2023-07-22 14:58:14.000;0.7821468102696898
1736;423697;2023-07-22 14:58:14.000;0.5877149796707756
1736;560365;2023-07-22 14:58:14.000;0.7515740495220574
1736;421264;2023-07-22 14:58:14.000;0.7762534350920808
279;440169;2023-07-22 14:58:15.000;0.5033581012019094
279;425848;2023-07-22 14:58:15.000;0.7871158939648191
1736;289579;2023-07-22 14:58:15.000;0.7952275071580956
1736;330952;2023-07-22 14:58:15.000;0.49201073618748575
1736;535512;2023-07-22 14:58:15.000;0.7328341468407573
279;485344;2023-07-22 14:58:15.000;0.7555471644361997
1736;395923;2023-07-22 14:58:15.000;0.799987802454996
1736;377540;2023-07-22 14:58:15.000;0.7844702497135602
279;500036;2023-07-22 14:58:15.000;0.6067378636599947
1736;406737;2023-07-22 14:58:15.000;0.7567322242057064
1736;443831;2023-07-22 14:58:15.000;0.6192094186331577
279;516566;2023-07-22 14:58:15.000;0.731641697189172
1796;394383;2023-07-22 14:58:16.000;0.5054394040922227
1796;428414;2023-07-22 14:58:16.000;0.5063642687497959
1796;483352;2023-07-22 14:58:16.000;0.6564393255202058
1796;289880;2023-07-22 14:58:16.000;0.4593132218086342
279;289880;2023-07-22 14:58:16.000;0.7588402169601016
1796;514834;2023-07-22 14:58:16.000;0.5190699523950739
279;440717;2023-07-22 14:58:16.000;0.6964999104694474
279;425437;2023-07-22 14:58:16.000;0.8037439303895877
279;485161;2023-07-22 14:58:16.000;0.7105806111046901
279;514407;2023-07-22 14:58:16.000;0.7233852456480087
279;484064;2023-07-22 14:58:16.000;0.7308636546666809
1796;425719;2023-07-22 14:58:16.000;0.8096897666963392
1796;391838;2023-07-22 14:58:16.000;0.5136693191844116
279;428403;2023-07-22 14:58:16.000;0.7956734917720475
1796;484064;2023-07-22 14:58:17.000;0.49266671664276596
1796;461229;2023-07-22 14:58:17.000;0.5538512202512542
279;355387;2023-07-22 14:58:17.000;0.764182866965411
1796;428402;2023-07-22 14:58:17.000;0.7866057752719255
279;485064;2023-07-22 14:58:17.000;0.7604411369837842
1796;428399;2023-07-22 14:58:17.000;0.7978100505020124
279;425652;2023-07-22 14:58:17.000;0.6222402138751051
279;427981;2023-07-22 14:58:17.000;0.6017307596291195
279;499634;2023-07-22 14:58:17.000;0.6050929038589667
1796;420890;2023-07-22 14:58:17.000;0.5158375076579371
279;498653;2023-07-22 14:58:17.000;0.7328549156704005
1796;439286;2023-07-22 14:58:18.000;0.4486347387846376
1796;428415;2023-07-22 14:58:18.000;0.6307820100094674
279;310892;2023-07-22 14:58:18.000;0.7968818832390916
279;323340;2023-07-22 14:58:18.000;0.7221784988064244
279;428414;2023-07-22 14:58:18.000;0.7636851892341853
1796;290659;2023-07-22 14:58:18.000;0.6148794611408276
279;486129;2023-07-22 14:58:18.000;0.6271384840052374
279;439065;2023-07-22 14:58:18.000;0.8037975349854233
1796;428403;2023-07-22 14:58:18.000;0.4903457595155707
279;450107;2023-07-22 14:58:18.000;0.5382265668966445
